emp_no,dept_name,first_name,last_name,birth_date,from_date,to_date,title
17530,Quality Management,Martina,Granlund,1964-10-11,1986-11-04,9999-01-01,Senior Engineer
17535,Development,Eishiro,Rouquie,1964-05-09,1985-09-28,9999-01-01,Engineer
17537,Production,Jaewoo,Rosay,1964-08-02,1988-02-26,9999-01-01,Engineer
17572,Development,Bingning,Alpay,1964-07-18,1988-10-04,9999-01-01,Senior Engineer
17575,Development,Gor,Duclos,1964-03-04,1988-11-11,9999-01-01,Senior Engineer
17581,Research,Marl,Kushner,1963-10-23,1988-06-19,9999-01-01,Senior Staff
17591,Development,Qingxiang,Brickell,1962-02-22,1986-03-04,9999-01-01,Senior Engineer
17592,Research,Franziska,Bonifati,1962-02-08,1987-05-30,9999-01-01,Staff
17641,Sales,Jaber,Parhami,1964-12-13,1987-05-17,9999-01-01,Staff
17724,Development,Zhiguo,Luks,1964-04-29,1986-04-18,9999-01-01,Engineer
17758,Development,Nikolaos,Ranka,1963-02-27,1987-07-20,9999-01-01,Technique Leader
17846,Production,Falguni,Schieder,1963-05-13,1987-10-02,9999-01-01,Technique Leader
17870,Quality Management,Zhenbing,Viele,1962-07-10,1985-06-24,9999-01-01,Engineer
17905,Development,Wuxu,Vilarrasa,1964-12-19,1985-02-11,9999-01-01,Senior Engineer
17944,Development,Munenori,Delaune,1962-05-13,1988-10-11,9999-01-01,Engineer
17953,Customer Service,Sugwoo,Vesna,1963-10-21,1985-09-07,9999-01-01,Staff
17954,Marketing,Zhigen,Spelt,1964-05-06,1985-05-05,9999-01-01,Staff
17978,Customer Service,Yinghua,Riefers,1962-04-19,1987-10-28,9999-01-01,Senior Staff
18002,Quality Management,Munehiko,Kisuki,1963-02-18,1987-01-30,9999-01-01,Senior Engineer
18010,Marketing,Aksel,Kropp,1963-08-04,1985-12-25,9999-01-01,Staff
18021,Development,Adil,Matzke,1965-01-07,1987-05-08,9999-01-01,Senior Engineer
18023,Development,Valeri,Chenoweth,1962-05-27,1985-05-17,9999-01-01,Engineer
18029,Production,Younwoo,Awdeh,1962-08-22,1987-02-08,9999-01-01,Senior Engineer
18039,Production,Danco,Rubsam,1964-03-03,1988-05-31,9999-01-01,Technique Leader
18043,Development,Yuqun,Harnett,1962-01-04,1986-11-03,9999-01-01,Senior Engineer
18045,Development,Zengping,Wendorf,1962-03-17,1987-06-12,9999-01-01,Engineer
18072,Customer Service,Cedric,Kalsbeek,1963-08-29,1985-08-11,9999-01-01,Senior Staff
18076,Production,Mari,Baranowski,1963-05-17,1986-08-22,9999-01-01,Senior Engineer
18083,Development,Aimee,Tiemann,1962-08-14,1987-12-13,9999-01-01,Senior Engineer
18120,Research,Amabile,Frolund,1962-12-30,1988-06-05,9999-01-01,Senior Staff
18125,Marketing,Aron,Poehlman,1962-03-31,1986-12-22,9999-01-01,Senior Staff
18136,Development,Cordelia,Jeong,1963-07-29,1985-10-13,9999-01-01,Senior Engineer
18147,Research,Mahmut,Bierbaum,1964-11-06,1985-08-07,9999-01-01,Staff
18152,Development,Pascal,Staudhammer,1962-07-13,1987-12-27,9999-01-01,Engineer
18180,Sales,Adam,Murtafg,1962-12-11,1986-03-02,9999-01-01,Senior Staff
18182,Human Resources,Dekang,Aamodt,1963-02-23,1988-05-25,9999-01-01,Senior Staff
18183,Sales,Yongdong,Grospietsch,1962-11-21,1988-09-04,9999-01-01,Staff
18192,Development,KayLiang,Bazelow,1964-04-20,1987-01-31,9999-01-01,Senior Engineer
18207,Production,Toshimitsu,Eppinger,1963-07-27,1986-04-06,9999-01-01,Engineer
18227,Finance,Shugo,Dulay,1964-12-06,1985-07-28,9999-01-01,Senior Staff
18232,Development,Genta,Vesel,1963-04-07,1988-08-07,9999-01-01,Senior Engineer
18309,Quality Management,Miyeon,Tomescu,1963-10-21,1987-08-03,9999-01-01,Assistant Engineer
18334,Development,Tokuyasu,Nitta,1962-02-24,1985-06-09,9999-01-01,Engineer
18342,Production,Zsolt,Michaels,1962-05-21,1985-10-29,9999-01-01,Senior Engineer
18349,Development,Nidapan,Ranka,1962-02-26,1987-01-09,9999-01-01,Senior Engineer
18367,Quality Management,Masaru,Hagimont,1962-02-24,1986-04-06,9999-01-01,Senior Engineer
18434,Research,Martina,Syang,1963-10-11,1986-02-05,9999-01-01,Staff
18437,Human Resources,Jianwen,Gaughan,1964-01-11,1987-01-04,9999-01-01,Senior Staff
18442,Development,Toshimi,Papsdorf,1963-03-21,1987-01-09,9999-01-01,Senior Engineer
18475,Production,Subhrajyoti,Bugaenko,1963-04-18,1985-10-04,9999-01-01,Senior Engineer
18477,Development,Krister,Kushnir,1962-04-16,1988-03-26,9999-01-01,Senior Engineer
18490,Sales,Hein,Limongiello,1963-12-19,1986-07-05,9999-01-01,Staff
18517,Development,Xiaoheng,Marshall,1962-01-10,1986-07-30,9999-01-01,Engineer
18534,Production,Valeska,Unno,1964-02-29,1986-11-08,9999-01-01,Engineer
18561,Production,Teiji,Unni,1962-02-23,1986-04-24,9999-01-01,Engineer
18574,Quality Management,Tsvetan,Kisuki,1962-09-07,1988-04-21,9999-01-01,Engineer
18575,Marketing,Gadiel,Petersohn,1962-05-01,1986-11-12,9999-01-01,Staff
18588,Marketing,Temple,Narahara,1964-05-07,1986-07-02,9999-01-01,Senior Staff
18613,Development,Toshiko,Theuretzbacher,1963-03-23,1986-07-13,9999-01-01,Engineer
18622,Production,Barry,Junot,1963-09-05,1987-02-03,9999-01-01,Engineer
18686,Finance,Kwangyoen,Facello,1962-02-23,1985-05-02,9999-01-01,Staff
18736,Production,Kish,Sichman,1964-12-08,1987-12-15,9999-01-01,Engineer
18758,Development,Randy,Dratva,1964-12-05,1988-11-15,9999-01-01,Engineer
18777,Customer Service,Adam,Rahier,1964-09-09,1985-08-20,9999-01-01,Senior Staff
18803,Finance,Tomokazu,Marchesini,1964-03-22,1987-11-24,9999-01-01,Staff
18824,Marketing,Divier,Osgood,1964-08-25,1986-06-24,9999-01-01,Senior Staff
18843,Sales,Arch,Thimonier,1962-06-08,1988-04-29,9999-01-01,Senior Staff
18846,Production,Luise,Vural,1963-02-06,1987-04-01,9999-01-01,Engineer
18901,Production,Mountaz,Loncour,1962-07-28,1988-08-25,9999-01-01,Engineer
19002,Research,Munehiko,Hoppenstand,1964-01-14,1988-09-14,9999-01-01,Senior Staff
19015,Production,Harjit,Fiebach,1963-03-14,1987-07-21,9999-01-01,Senior Engineer
19059,Sales,Cullen,Picci,1962-07-23,1987-04-29,9999-01-01,Senior Staff
19080,Production,Mitchel,Przulj,1962-12-06,1987-06-25,9999-01-01,Engineer
19128,Sales,Roddy,Schwartzburd,1964-06-17,1987-08-28,9999-01-01,Senior Staff
19140,Development,JoAnne,Krichel,1963-08-03,1986-07-30,9999-01-01,Senior Engineer
19146,Sales,Geraldo,Oxenboll,1963-03-01,1985-03-30,9999-01-01,Senior Staff
19175,Production,Sedat,Pettey,1962-01-25,1987-01-03,9999-01-01,Engineer
19178,Human Resources,Jaideep,Chinal,1964-01-05,1986-04-30,9999-01-01,Senior Staff
19184,Production,Makato,Borstler,1963-09-19,1985-08-19,9999-01-01,Engineer
19211,Production,JiYoung,Oxman,1962-09-13,1986-11-03,9999-01-01,Engineer
19236,Production,Elzbieta,Morris,1965-01-24,1988-07-12,9999-01-01,Senior Engineer
19248,Sales,Yucel,Kaiser,1963-05-19,1985-02-24,9999-01-01,Senior Staff
19325,Development,Danil,Gargeya,1963-04-16,1987-05-09,9999-01-01,Senior Engineer
19344,Research,Jagoda,Moffat,1962-03-07,1988-09-25,9999-01-01,Senior Staff
19355,Development,Akeno,Zeleznik,1964-08-09,1986-08-01,9999-01-01,Engineer
19367,Sales,Spyrose,McFarlin,1963-04-11,1986-11-26,9999-01-01,Senior Staff
19377,Development,Surveyors,Xiaoshan,1962-12-28,1986-03-01,9999-01-01,Engineer
19398,Development,Luisa,Randi,1964-03-06,1987-08-13,9999-01-01,Engineer
19427,Finance,Deniz,Parhami,1962-03-24,1987-11-12,9999-01-01,Senior Staff
19460,Research,Christfried,Rahier,1964-03-03,1985-07-30,9999-01-01,Staff
19466,Development,Chenyi,Rodite,1963-05-04,1987-10-17,9999-01-01,Senior Engineer
19476,Development,Maha,Viele,1962-10-28,1988-11-05,9999-01-01,Senior Engineer
19494,Production,Theirry,Farrar,1964-08-08,1987-01-10,9999-01-01,Senior Engineer
19500,Sales,Shaowen,Plessier,1964-04-29,1987-05-13,9999-01-01,Senior Staff
19538,Research,Rasikan,Angelov,1963-03-28,1986-08-08,9999-01-01,Senior Staff
19581,Research,Mani,Pell,1962-01-10,1987-10-12,9999-01-01,Staff
19587,Production,Masaru,Narahari,1963-07-07,1987-10-28,9999-01-01,Senior Engineer
19615,Development,Isaac,Taneja,1963-12-06,1985-12-19,9999-01-01,Engineer
19638,Production,Baziley,Fargier,1962-07-05,1986-05-21,9999-01-01,Engineer
19645,Customer Service,Mokhtar,Decaestecker,1964-02-09,1987-12-02,9999-01-01,Senior Staff
19739,Development,Stein,Zeidenstein,1964-02-01,1987-08-11,9999-01-01,Engineer
19742,Development,George,Madeira,1962-07-04,1987-06-11,9999-01-01,Senior Engineer
19743,Finance,Nimmagadda,Mikschl,1962-05-25,1987-03-07,9999-01-01,Senior Staff
19745,Production,Toshiki,Nollmann,1962-06-24,1987-06-13,9999-01-01,Engineer
19781,Sales,Oldrich,Sudkamp,1962-02-21,1986-09-10,9999-01-01,Senior Staff
19803,Development,Ziva,Kowalchuk,1965-01-30,1987-06-13,9999-01-01,Engineer
19805,Development,Danco,Clouatre,1963-12-24,1985-03-18,9999-01-01,Senior Engineer
19846,Customer Service,Dinkar,Feldmann,1963-02-19,1985-08-19,9999-01-01,Staff
19876,Production,Sreekrishna,Bodoff,1963-07-07,1988-01-29,9999-01-01,Engineer
19877,Production,Elzbieta,Shumilov,1962-01-22,1987-09-22,9999-01-01,Senior Engineer
19891,Production,Rildo,Matzke,1964-04-24,1987-09-23,9999-01-01,Engineer
19915,Human Resources,Mohit,Snedden,1962-06-22,1987-07-30,9999-01-01,Senior Staff
19992,Production,Elrique,Pusterhofer,1964-08-17,1987-10-07,9999-01-01,Engineer
20025,Development,Yakkov,Peek,1963-02-13,1987-01-31,9999-01-01,Senior Engineer
20031,Human Resources,Kenton,Bernini,1962-11-20,1985-10-01,9999-01-01,Senior Staff
20045,Production,Muzhong,Staylopatis,1962-02-24,1986-04-20,9999-01-01,Engineer
20082,Quality Management,Val,Marchesini,1963-08-17,1987-07-07,9999-01-01,Senior Engineer
20085,Development,Syozo,Syrotiuk,1963-04-10,1987-07-01,9999-01-01,Engineer
20095,Production,Georgi,Highland,1962-11-30,1988-09-11,9999-01-01,Engineer
20100,Marketing,Utz,Heuter,1965-01-18,1986-06-15,9999-01-01,Senior Staff
20323,Development,Yifei,Wursthorn,1964-08-16,1985-09-19,9999-01-01,Engineer
20326,Production,Serif,Neiman,1963-03-04,1985-06-13,9999-01-01,Technique Leader
20384,Production,Pantung,Noriega,1963-04-24,1985-03-02,9999-01-01,Engineer
20413,Development,Kwee,Syrotiuk,1962-12-22,1988-10-20,9999-01-01,Senior Engineer
20460,Development,Uri,Swan,1962-04-06,1988-06-17,9999-01-01,Assistant Engineer
20467,Development,Khoa,Wuwongse,1962-11-25,1986-06-04,9999-01-01,Technique Leader
20468,Development,Arnould,Farrar,1963-03-04,1986-03-01,9999-01-01,Senior Engineer
20487,Customer Service,Susanna,Brodie,1962-01-23,1985-09-01,9999-01-01,Staff
20488,Finance,Bokyung,Morrey,1962-08-09,1987-11-29,9999-01-01,Senior Staff
20544,Production,Selwyn,Gecsel,1962-07-07,1986-03-26,9999-01-01,Senior Engineer
20568,Quality Management,Krisda,Lieblein,1962-06-25,1987-08-30,9999-01-01,Engineer
20583,Customer Service,Mahendra,Siegrist,1962-01-19,1985-04-27,9999-01-01,Senior Staff
20588,Sales,Bilhanan,Ramsak,1962-01-15,1986-06-05,9999-01-01,Staff
20670,Production,Lijie,Siochi,1962-02-17,1985-03-02,9999-01-01,Technique Leader
20680,Finance,Kellyn,Basagni,1963-02-01,1988-10-04,9999-01-01,Staff
20702,Quality Management,Sanjit,Lovengreen,1964-10-27,1986-01-11,9999-01-01,Senior Engineer
20734,Human Resources,Fayez,Rosaz,1964-02-19,1987-01-17,9999-01-01,Senior Staff
20753,Research,Lalit,Lemarechal,1964-04-06,1986-10-15,9999-01-01,Senior Staff
20774,Sales,Jasminko,Janetzko,1962-04-29,1987-02-16,9999-01-01,Staff
20779,Development,Panayotis,Jansen,1963-10-02,1987-05-10,9999-01-01,Senior Engineer
20791,Sales,Changho,Heystek,1962-06-13,1987-10-29,9999-01-01,Senior Staff
20808,Sales,Boguslaw,Hammerschmidt,1963-06-04,1985-03-01,9999-01-01,Staff
20815,Quality Management,Guther,Kavvadias,1962-09-16,1988-11-13,9999-01-01,Senior Engineer
20854,Production,Cheong,Fetvedt,1962-08-31,1987-12-12,9999-01-01,Engineer
20874,Development,Fumiko,Rijckaert,1963-03-15,1987-12-11,9999-01-01,Senior Engineer
20882,Marketing,Uwe,Ibel,1963-03-07,1988-06-01,9999-01-01,Staff
20891,Finance,Zdislav,Begiun,1964-01-31,1988-06-05,9999-01-01,Staff
20927,Human Resources,Xiong,Stentiford,1963-08-11,1986-03-15,9999-01-01,Senior Staff
20932,Sales,Geoff,Eterovic,1962-11-12,1987-01-21,9999-01-01,Staff
20973,Quality Management,Kiyotoshi,Kitai,1964-06-22,1986-01-20,9999-01-01,Senior Engineer
20981,Research,Christoph,Furedi,1963-12-31,1988-09-26,9999-01-01,Senior Staff
20996,Customer Service,Adin,Chelton,1964-11-04,1987-07-02,9999-01-01,Senior Staff
21042,Production,Quingbo,Orlowska,1962-09-25,1986-08-24,9999-01-01,Senior Engineer
21060,Marketing,Leah,Serra,1964-04-04,1987-04-29,9999-01-01,Senior Staff
21081,Sales,Magy,Rouquie,1962-01-06,1985-02-21,9999-01-01,Senior Staff
21088,Quality Management,Ugo,Gopalakrishnan,1964-01-31,1988-03-24,9999-01-01,Senior Engineer
21091,Production,Claude,Eppinger,1963-02-03,1987-09-16,9999-01-01,Senior Engineer
21115,Human Resources,Fei,Luca,1964-07-15,1986-10-04,9999-01-01,Senior Staff
21117,Marketing,Yongmao,Chiodo,1963-04-06,1985-06-16,9999-01-01,Senior Staff
21118,Human Resources,Eirik,Broomell,1962-06-12,1987-06-07,9999-01-01,Staff
21142,Development,Masako,Rusmann,1964-05-23,1986-07-08,9999-01-01,Engineer
21144,Sales,Bouchung,Akaboshi,1962-12-11,1988-11-12,9999-01-01,Senior Staff
21160,Production,Abdelaziz,Kragelund,1963-06-13,1987-05-25,9999-01-01,Engineer
21222,Human Resources,Akemi,Denis,1964-04-08,1986-12-25,9999-01-01,Senior Staff
21227,Development,Masasuke,Rosiles,1962-06-12,1987-09-29,9999-01-01,Senior Engineer
21257,Production,Kendra,Jiafu,1963-03-25,1985-03-24,9999-01-01,Senior Engineer
21276,Development,Jianhui,Bratten,1963-10-20,1988-05-31,9999-01-01,Engineer
21286,Production,Uri,Birta,1964-03-06,1988-09-22,9999-01-01,Senior Engineer
21290,Sales,Boaz,Griswold,1963-12-02,1987-10-28,9999-01-01,Senior Staff
21291,Development,Eran,Gubsky,1963-08-10,1985-06-18,9999-01-01,Senior Engineer
21300,Quality Management,Yuuichi,Rijckaert,1964-04-03,1985-12-06,9999-01-01,Senior Engineer
21327,Development,Janalee,Litzkow,1963-01-05,1987-02-10,9999-01-01,Engineer
21349,Production,Sajjad,Piazza,1964-03-25,1986-04-08,9999-01-01,Engineer
21357,Development,Aruna,Peral,1962-01-15,1987-11-02,9999-01-01,Engineer
21377,Development,Doowon,Pokrovskii,1964-02-18,1985-12-03,9999-01-01,Senior Engineer
21378,Development,Yishay,Bierman,1963-01-07,1985-12-26,9999-01-01,Technique Leader
21385,Sales,Mikhail,Shiratori,1964-08-10,1986-04-17,9999-01-01,Senior Staff
21390,Production,Zijian,Kambil,1962-11-08,1988-06-28,9999-01-01,Senior Engineer
21393,Production,Mohammad,Kaltofen,1963-09-18,1987-09-12,9999-01-01,Assistant Engineer
21433,Sales,Chenxi,Ibel,1964-04-06,1987-08-16,9999-01-01,Senior Staff
21476,Sales,Rajmohan,Gien,1963-06-10,1988-09-23,9999-01-01,Staff
21484,Research,Sangeeta,McConalogue,1963-06-18,1987-03-27,9999-01-01,Senior Staff
21485,Development,Amstein,Harllee,1963-12-12,1986-04-25,9999-01-01,Senior Engineer
21530,Production,Takanari,Slobodova,1962-03-03,1986-01-19,9999-01-01,Technique Leader
21535,Sales,Filipp,Ramalingam,1963-08-25,1987-09-05,9999-01-01,Senior Staff
21571,Research,Mani,Birsak,1964-05-09,1985-09-17,9999-01-01,Senior Staff
21578,Production,Stein,Pehl,1962-09-23,1985-10-22,9999-01-01,Engineer
21589,Customer Service,Lobel,Klerer,1963-07-07,1988-11-07,9999-01-01,Senior Staff
21602,Human Resources,Marko,Velardi,1964-10-30,1986-05-21,9999-01-01,Senior Staff
21606,Sales,Lena,Radhakrishnan,1963-03-11,1987-02-18,9999-01-01,Staff
21624,Marketing,Teunis,Iacovou,1962-03-26,1986-04-14,9999-01-01,Senior Staff
21678,Finance,Divine,Niizuma,1963-04-30,1988-08-04,9999-01-01,Staff
21717,Finance,Hairong,Bhattacharjee,1964-05-18,1986-10-05,9999-01-01,Senior Staff
21775,Research,Ramalingam,Morrow,1963-01-06,1986-12-21,9999-01-01,Senior Staff
21785,Production,Kazunori,Avouris,1964-12-01,1986-10-08,9999-01-01,Technique Leader
21843,Development,Karsten,Azadmanesh,1965-01-09,1985-11-29,9999-01-01,Senior Engineer
21903,Quality Management,Haldun,Murtafg,1964-04-09,1987-05-09,9999-01-01,Engineer
21905,Development,Leif,Erie,1963-03-06,1988-03-04,9999-01-01,Senior Engineer
22047,Development,Xumin,Luce,1964-08-09,1986-11-14,9999-01-01,Technique Leader
22051,Sales,Bezalel,Validov,1962-03-19,1985-02-18,9999-01-01,Senior Staff
22058,Development,Karsten,Kenevan,1964-10-26,1985-04-15,9999-01-01,Senior Engineer
22061,Development,Marla,Maraist,1964-01-07,1987-01-15,9999-01-01,Senior Engineer
22075,Customer Service,Theron,Llado,1963-11-22,1988-09-23,9999-01-01,Senior Staff
22118,Production,Ramalingam,Ruther,1964-08-17,1988-04-07,9999-01-01,Engineer
22142,Research,Premal,Gewali,1964-03-12,1987-09-06,9999-01-01,Senior Staff
22145,Finance,Kish,Fritzsche,1963-09-17,1985-03-17,9999-01-01,Staff
22174,Quality Management,Morrie,Hofting,1964-04-25,1988-06-01,9999-01-01,Engineer
22204,Production,Mori,Plumb,1962-03-21,1986-04-03,9999-01-01,Engineer
22256,Research,Licheng,Itzfeldt,1964-07-23,1988-08-20,9999-01-01,Senior Staff
22259,Sales,Boutros,Whitcomb,1963-01-24,1985-05-20,9999-01-01,Senior Staff
22277,Sales,Tesuya,Cunliffe,1963-04-30,1986-03-08,9999-01-01,Staff
22288,Development,Boriana,Vuskovic,1962-05-19,1987-12-20,9999-01-01,Engineer
22335,Production,Kellie,Brandsma,1962-04-07,1987-11-10,9999-01-01,Engineer
22364,Sales,Becky,Poehlman,1962-08-06,1988-06-13,9999-01-01,Senior Staff
22369,Sales,Xuejun,Ranum,1963-02-18,1985-07-31,9999-01-01,Senior Staff
22392,Production,Berhard,Pell,1962-11-01,1988-03-26,9999-01-01,Technique Leader
22399,Production,Utz,Cannata,1964-03-06,1986-08-25,9999-01-01,Assistant Engineer
22412,Production,Vivian,Bresenham,1962-08-23,1988-06-26,9999-01-01,Engineer
22417,Production,Quingbo,Lally,1962-08-30,1987-06-25,9999-01-01,Senior Engineer
22423,Production,Ioana,Ratnakar,1963-04-26,1987-11-03,9999-01-01,Engineer
22457,Finance,Changho,Fritzsche,1964-02-05,1985-02-27,9999-01-01,Staff
22471,Development,Insup,Pepe,1963-06-10,1986-04-29,9999-01-01,Senior Engineer
22472,Marketing,Yuguang,Pfau,1964-01-02,1988-03-10,9999-01-01,Senior Staff
22495,Research,Mitsuyuki,Garrabrants,1964-10-25,1985-07-18,9999-01-01,Senior Staff
22542,Production,Tayeb,Hiyoshi,1963-04-06,1987-02-02,9999-01-01,Technique Leader
22548,Marketing,Marsja,Babu,1963-06-10,1987-12-14,9999-01-01,Staff
22573,Production,Suzette,Baby,1964-06-24,1988-08-01,9999-01-01,Engineer
22635,Development,Zhaofang,Gyorkos,1962-05-31,1987-01-08,9999-01-01,Senior Engineer
22656,Sales,Takanari,Ranai,1963-08-21,1988-03-25,9999-01-01,Senior Staff
22665,Development,Arra,Rabejac,1964-12-10,1988-11-21,9999-01-01,Senior Engineer
22674,Production,Xiong,Champarnaud,1962-12-08,1987-07-17,9999-01-01,Technique Leader
22738,Marketing,Selwyn,Kirkerud,1964-06-13,1988-12-30,9999-01-01,Staff
22801,Customer Service,Chuanyi,Hiroyama,1963-07-12,1988-09-07,9999-01-01,Engineer
22846,Production,Guoxiang,Ginneken,1962-12-26,1986-07-31,9999-01-01,Senior Engineer
22890,Sales,Rosli,Kroha,1963-12-08,1988-12-31,9999-01-01,Senior Staff
22912,Production,Ger,Pepe,1964-07-26,1986-08-05,9999-01-01,Senior Engineer
22922,Sales,Filipp,Straney,1962-02-15,1988-02-24,9999-01-01,Staff
22926,Production,Manibrata,Genther,1965-01-01,1988-01-15,9999-01-01,Senior Engineer
22964,Production,Tetsushi,Cappello,1964-07-27,1987-10-13,9999-01-01,Senior Engineer
23083,Human Resources,Alejandro,Garrabrants,1962-11-21,1987-09-23,9999-01-01,Senior Staff
23084,Production,Byong,Maraist,1962-03-23,1987-12-30,9999-01-01,Engineer
23111,Development,Breannda,Prampolini,1964-06-08,1987-04-25,9999-01-01,Senior Engineer
23122,Marketing,Yahiko,Parascandalo,1963-05-27,1986-04-03,9999-01-01,Senior Staff
23152,Marketing,Ingemar,Garnick,1964-06-22,1987-02-10,9999-01-01,Senior Staff
23160,Sales,Jinya,Ressouche,1963-10-07,1988-04-23,9999-01-01,Senior Staff
23183,Finance,Sudhanshu,Stiles,1962-07-11,1985-06-27,9999-01-01,Staff
23190,Human Resources,Bikash,Chleq,1964-12-19,1987-08-21,9999-01-01,Staff
23209,Finance,Ortrud,Schwaller,1964-03-12,1988-10-10,9999-01-01,Senior Staff
23215,Production,Hatem,Horswill,1962-01-02,1986-05-23,9999-01-01,Engineer
23218,Production,Jianhua,Spieker,1964-10-27,1988-08-20,9999-01-01,Senior Engineer
23227,Customer Service,Sanjit,Preusig,1964-04-03,1987-06-20,9999-01-01,Senior Staff
23241,Production,Leen,Kroll,1964-08-26,1987-05-23,9999-01-01,Senior Engineer
23244,Development,Mads,Stanfel,1962-05-09,1986-08-29,9999-01-01,Engineer
23255,Production,Mototsugu,Zolotykh,1964-10-07,1986-10-30,9999-01-01,Senior Engineer
23286,Marketing,Temple,Marsiglia,1964-08-08,1986-02-14,9999-01-01,Staff
23305,Production,Takahiro,Aloia,1962-05-24,1986-03-13,9999-01-01,Senior Engineer
23309,Marketing,Roselyn,Dengi,1962-02-04,1988-02-10,9999-01-01,Staff
23344,Production,Shih,Denti,1963-08-03,1986-08-12,9999-01-01,Senior Engineer
23349,Quality Management,Zorica,Thiria,1964-02-06,1988-05-15,9999-01-01,Engineer
23368,Production,Changho,Stroustrup,1962-07-09,1987-03-09,9999-01-01,Engineer
23396,Production,Hilari,Fairtlough,1965-01-02,1986-12-15,9999-01-01,Technique Leader
23489,Marketing,Boguslaw,Mawatari,1962-08-24,1987-01-27,9999-01-01,Senior Staff
23512,Production,Xiaoheng,Sury,1962-06-10,1985-02-27,9999-01-01,Engineer
23516,Production,Xiaoqiu,Oskamp,1962-10-19,1988-04-20,9999-01-01,Engineer
23575,Development,Mani,Remmers,1962-09-12,1986-10-28,9999-01-01,Senior Engineer
23585,Development,Tamiya,Back,1964-10-08,1988-10-29,9999-01-01,Senior Engineer
23607,Development,Samphel,Melski,1962-12-13,1985-02-12,9999-01-01,Technique Leader
23608,Research,Shahab,Schusler,1964-01-05,1986-12-08,9999-01-01,Staff
23612,Production,Otmar,Portugali,1964-08-26,1985-07-08,9999-01-01,Senior Engineer
23711,Development,Alassane,Serre,1963-05-18,1985-10-13,9999-01-01,Engineer
23852,Human Resources,Irena,Stafford,1964-09-14,1987-07-22,9999-01-01,Senior Staff
23888,Customer Service,Shuho,Uchoa,1962-04-29,1988-08-31,9999-01-01,Senior Staff
